season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries
2021,1254067,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"10th Match (D/N), Indian Premier League at Chennai, Apr 18 2021",RCB,KKR,RCB,BAT FIRST,204/4,166/8,204/4,166/8,RCB,RCB won by 38 runs,2021-04-18T10:00Z,2021-04-19T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Virat Kohli,Eoin Morgan,AB de Villiers,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,20,204,4,29,20,166,8,23
2021,1254068,Delhi Capitals v Punjab Kings,DC v PBKS,"11th Match (N), Indian Premier League at Mumbai, Apr 18 2021",DC,PBKS,DC,BOWL FIRST,195/4,198/4,198/4,195/4,DC,Capitals won by 6 wkts (10b rem),2021-04-18T14:00Z,2021-04-19T23:59Z,58324,"Wankhede Stadium, Mumbai",Rishabh Pant,KL Rahul,Shikhar Dhawan,"Delhi Capitals 2, Punjab Kings 0",FALSE,18.2,198,4,27,20,195,4,27
2021,1254069,Chennai Super Kings v Rajasthan Royals,CSK v RR,"12th Match (N), Indian Premier League at Mumbai, Apr 19 2021",CSK,RR,RR,BOWL FIRST,188/9,143/9,188/9,143/9,CSK,Super Kings won by 45 runs,2021-04-19T14:00Z,2021-04-20T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,Sanju Samson,Moeen Ali,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,20,188,9,22,20,143,9,16
2021,1254070,Delhi Capitals v Mumbai Indians,DC v MI,"13th Match (N), Indian Premier League at Chennai, Apr 20 2021",DC,MI,MI,BAT FIRST,137/9,138/4,138/4,137/9,DC,Capitals won by 6 wkts (5b rem),2021-04-20T14:00Z,2021-04-21T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Rishabh Pant,Rohit Sharma,Amit Mishra,"Delhi Capitals 2, Mumbai Indians 0",FALSE,19.1,138,4,15,20,137,9,14
2021,1254071,Punjab Kings v Sunrisers Hyderabad,PBKS v SRH,"14th Match (D/N), Indian Premier League at Chennai, Apr 21 2021",PBKS,SRH,PBKS,BAT FIRST,120,121/1,120,121/1,SRH,Sunrisers won by 9 wkts (8b rem),2021-04-21T10:00Z,2021-04-22T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",KL Rahul,David Warner,Jonny Bairstow,"Sunrisers Hyderabad 2, Punjab Kings 0",FALSE,19.4,120,10,9,18.4,121,1,10
2021,1254072,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"15th Match (N), Indian Premier League at Mumbai, Apr 21 2021",KKR,CSK,KKR,BOWL FIRST,220/3,202,202,220/3,CSK,Super Kings won by 18 runs,2021-04-21T14:00Z,2021-04-22T23:59Z,58324,"Wankhede Stadium, Mumbai",Eoin Morgan,MS Dhoni,Faf du Plessis,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,19.1,202,10,30,20,220,3,31
2021,1254073,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,"16th Match (N), Indian Premier League at Mumbai, Apr 22 2021",RCB,RR,RCB,BOWL FIRST,177/9,181/0,181/0,177/9,RCB,RCB won by 10 wkts (21b rem),2021-04-22T14:00Z,2021-04-23T23:59Z,58324,"Wankhede Stadium, Mumbai",Virat Kohli,Sanju Samson,Devdutt Padikkal,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,16.3,181,0,26,20,177,9,25
2021,1254074,Punjab Kings v Mumbai Indians,PBKS v MI,"17th Match (N), Indian Premier League at Chennai, Apr 23 2021",PBKS,MI,PBKS,BOWL FIRST,131/6,132/1,132/1,131/6,PBKS,Punjab Kings won by 9 wkts (14b rem),2021-04-23T14:00Z,2021-04-24T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",KL Rahul,Rohit Sharma,KL Rahul,"Punjab Kings 2, Mumbai Indians 0",FALSE,17.4,132,1,18,20,131,6,12
2021,1254075,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"18th Match (N), Indian Premier League at Mumbai, Apr 24 2021",RR,KKR,RR,BOWL FIRST,133/9,134/4,134/4,133/9,RR,Royals won by 6 wkts (7b rem),2021-04-24T14:00Z,2021-04-25T23:59Z,58324,"Wankhede Stadium, Mumbai",Sanju Samson,Eoin Morgan,Chris Morris,"Rajasthan Royals 2, Kolkata Knight Riders 0",FALSE,18.5,134,4,15,20,133,9,14
2021,1254076,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"19th Match (D/N), Indian Premier League at Mumbai, Apr 25 2021",CSK,RCB,CSK,BAT FIRST,191/4,122/9,191/4,122/9,CSK,Super Kings won by 69 runs,2021-04-25T10:00Z,2021-04-26T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,Virat Kohli,Ravindra Jadeja,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,20,191,4,26,20,122,9,14
2021,1254077,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"20th Match (N), Indian Premier League at Chennai, Apr 25 2021",SRH,DC,DC,BAT FIRST,159/4,159/7,159/7,159/4,SRH,Match tied (Capitals won the one-over eliminator),2021-04-25T14:00Z,2021-04-26T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",David Warner,Rishabh Pant,Prithvi Shaw,"Delhi Capitals 2, Sunrisers Hyderabad 0",TRUE,20,159,7,19,20,159,4,20
2021,1254078,Punjab Kings v Kolkata Knight Riders,PBKS v KKR,"21st Match (N), Indian Premier League at Ahmedabad, Apr 26 2021",PBKS,KKR,KKR,BOWL FIRST,123/9,126/5,123/9,126/5,KKR,KKR won by 5 wkts (20b rem),2021-04-26T14:00Z,2021-04-27T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Eoin Morgan,Eoin Morgan,"Kolkata Knight Riders 2, Punjab Kings 0",FALSE,20,123,9,13,16.4,126,5,19
2021,1254079,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,"22nd Match (N), Indian Premier League at Ahmedabad, Apr 27 2021",DC,RCB,DC,BOWL FIRST,171/5,170/4,170/4,171/5,RCB,RCB won by 1 run,2021-04-27T14:00Z,2021-04-28T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Delhi Capitals 0",FALSE,20,170,4,20,20,171,5,18
2021,1254080,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"23rd Match (N), Indian Premier League at Delhi, Apr 28 2021",CSK,SRH,SRH,BAT FIRST,171/3,173/3,173/3,171/3,CSK,Super Kings won by 7 wkts (9b rem),2021-04-28T14:00Z,2021-04-29T23:59Z,58040,"Arun Jaitley Stadium, Delhi",MS Dhoni,David Warner,Ruturaj Gaikwad,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,18.3,173,3,26,20,171,3,19
2021,1254081,Mumbai Indians v Rajasthan Royals,MI v RR,"24th Match (D/N), Indian Premier League at Delhi, Apr 29 2021",MI,RR,MI,BOWL FIRST,171/4,172/3,172/3,171/4,MI,Mumbai won by 7 wkts (9b rem),2021-04-29T10:00Z,2021-04-30T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Rohit Sharma,Sanju Samson,Quinton de Kock,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,18.3,172,3,19,20,171,4,21
2021,1254082,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"25th Match (N), Indian Premier League at Ahmedabad, Apr 29 2021",DC,KKR,DC,BOWL FIRST,154/6,156/3,156/3,154/6,DC,Capitals won by 7 wkts (21b rem),2021-04-29T14:00Z,2021-04-30T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Eoin Morgan,Prithvi Shaw,"Delhi Capitals 2, Kolkata Knight Riders 0",FALSE,16.3,156,3,23,20,154,6,17
2021,1254083,Punjab Kings v Royal Challengers Bangalore,PBKS v RCB,"26th Match (N), Indian Premier League at Ahmedabad, Apr 30 2021",PBKS,RCB,RCB,BOWL FIRST,179/5,145/8,179/5,145/8,PBKS,Punjab Kings won by 34 runs,2021-04-30T14:00Z,2021-05-01T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Virat Kohli,Harpreet Brar,"Punjab Kings 2, Royal Challengers Bangalore 0",FALSE,20,179,5,24,20,145,8,16
2021,1254084,Mumbai Indians v Chennai Super Kings,MI v CSK,"27th Match (N), Indian Premier League at Delhi, May 1 2021",MI,CSK,MI,BOWL FIRST,218/4,219/6,219/6,218/4,MI,Mumbai won by 4 wkts (0b rem),2021-05-01T14:00Z,2021-05-02T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Rohit Sharma,MS Dhoni,Kieron Pollard,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,219,6,30,20,218,4,30
2021,1254085,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"28th Match (D/N), Indian Premier League at Delhi, May 2 2021",RR,SRH,SRH,BOWL FIRST,220/3,165/8,220/3,165/8,RR,Royals won by 55 runs,2021-05-02T10:00Z,2021-05-03T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Sanju Samson,Kane Williamson,Jos Buttler,"Rajasthan Royals 2, Sunrisers Hyderabad 0",FALSE,20,220,3,29,20,165,8,20
2021,1254086,Punjab Kings v Delhi Capitals,PBKS v DC,"29th Match (N), Indian Premier League at Ahmedabad, May 2 2021",PBKS,DC,DC,BOWL FIRST,166/6,167/3,166/6,167/3,DC,Capitals won by 7 wkts (14b rem),2021-05-02T14:00Z,2021-05-03T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Mayank Agarwal,Rishabh Pant,Mayank Agarwal,"Delhi Capitals 2, Punjab Kings 0",FALSE,20,166,6,18,17.4,167,3,20
2021,1254087,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"31st Match (N), Indian Premier League at Abu Dhabi, Sep 20 2021",KKR,RCB,RCB,BAT FIRST,92,94/1,94/1,92,KKR,KKR won by 9 wkts (60b rem),2021-09-20T14:00Z,2021-09-21T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Virat Kohli,Varun Chakravarthy,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,10,94,1,15,19,92,10,8
2021,1254089,Rajasthan Royals v Chennai Super Kings,RR v CSK,"47th Match (N), Indian Premier League at Abu Dhabi, Oct 2 2021",RR,CSK,RR,BOWL FIRST,189/4,190/3,190/3,189/4,RR,Royals won by 7 wkts (15b rem),2021-10-02T14:00Z,2021-10-03T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Sanju Samson,MS Dhoni,Ruturaj Gaikwad,"Rajasthan Royals 2, Chennai Super Kings 0",FALSE,17.3,190,3,27,20,189,4,24
2021,1254090,Royal Challengers Bangalore v Punjab Kings,RCB v PBKS,"48th Match, Indian Premier League at Sharjah, Oct 3 2021",RCB,PBKS,RCB,BAT FIRST,164/7,158/6,164/7,158/6,RCB,RCB won by 6 runs,2021-10-03T10:00Z,2021-10-04T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,KL Rahul,Glenn Maxwell,"Royal Challengers Bangalore 2, Punjab Kings 0",FALSE,20,164,7,20,20,158,6,17
2021,1254091,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"44th Match (N), Indian Premier League at Sharjah, Sep 30 2021",SRH,CSK,CSK,BOWL FIRST,134/7,139/4,134/7,139/4,CSK,Super Kings won by 6 wkts (2b rem),2021-09-30T14:00Z,2021-10-01T23:59Z,59392,Sharjah Cricket Stadium,Kane Williamson,MS Dhoni,Josh Hazlewood,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,20,134,7,11,19.4,139,4,17
2021,1254092,Kolkata Knight Riders v Delhi Capitals,KKR v DC,"41st Match, Indian Premier League at Sharjah, Sep 28 2021",KKR,DC,KKR,BOWL FIRST,127/9,130/7,130/7,127/9,KKR,KKR won by 3 wkts (10b rem),2021-09-28T10:00Z,2021-09-29T23:59Z,59392,Sharjah Cricket Stadium,Eoin Morgan,Rishabh Pant,Sunil Narine,"Kolkata Knight Riders 2, Delhi Capitals 0",FALSE,18.2,130,7,15,20,127,9,14
2021,1254093,Rajasthan Royals v Mumbai Indians,RR v MI,"51st Match (N), Indian Premier League at Sharjah, Oct 5 2021",RR,MI,MI,BOWL FIRST,90/9,94/2,90/9,94/2,MI,Mumbai won by 8 wkts (70b rem),2021-10-05T14:00Z,2021-10-06T23:59Z,59392,Sharjah Cricket Stadium,Sanju Samson,Rohit Sharma,Nathan Coulter-Nile,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,20,90,9,9,8.2,94,2,14
2021,1254096,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"34th Match (N), Indian Premier League at Abu Dhabi, Sep 23 2021",MI,KKR,KKR,BOWL FIRST,155/6,159/3,155/6,159/3,KKR,KKR won by 7 wkts (29b rem),2021-09-23T14:00Z,2021-09-24T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Eoin Morgan,Sunil Narine,"Kolkata Knight Riders 2, Mumbai Indians 0",FALSE,20,155,6,17,15.1,159,3,22
2021,1254097,Delhi Capitals v Rajasthan Royals,DC v RR,"36th Match, Indian Premier League at Abu Dhabi, Sep 25 2021",DC,RR,RR,BOWL FIRST,154/6,121/6,154/6,121/6,DC,Capitals won by 33 runs,2021-09-25T10:00Z,2021-09-26T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rishabh Pant,Sanju Samson,Shreyas Iyer,"Delhi Capitals 2, Rajasthan Royals 0",FALSE,20,154,6,13,20,121,6,10
2021,1254098,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"38th Match, Indian Premier League at Abu Dhabi, Sep 26 2021",CSK,KKR,KKR,BAT FIRST,171/6,172/8,172/8,171/6,CSK,Super Kings won by 2 wkts (0b rem),2021-09-26T10:00Z,2021-09-27T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,Eoin Morgan,Ravindra Jadeja,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,172,8,21,20,171,6,21
2021,1254099,Mumbai Indians v Punjab Kings,MI v PBKS,"42nd Match (N), Indian Premier League at Abu Dhabi, Sep 28 2021",MI,PBKS,MI,BOWL FIRST,135/6,137/4,137/4,135/6,MI,Mumbai won by 6 wkts (6b rem),2021-09-28T14:00Z,2021-09-29T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,KL Rahul,Kieron Pollard,"Mumbai Indians 2, Punjab Kings 0",FALSE,19,137,4,16,20,135,6,12
2021,1254100,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,"40th Match (N), Indian Premier League at Dubai, Sep 27 2021",SRH,RR,RR,BAT FIRST,164/5,167/3,167/3,164/5,SRH,Sunrisers won by 7 wkts (9b rem),2021-09-27T14:00Z,2021-09-28T23:59Z,392627,Dubai International Cricket Stadium,Kane Williamson,Sanju Samson,Jason Roy,"Sunrisers Hyderabad 2, Rajasthan Royals 0",FALSE,18.3,167,3,20,20,164,5,19
2021,1254102,Kolkata Knight Riders v Punjab Kings,KKR v PBKS,"45th Match (N), Indian Premier League at Dubai, Oct 1 2021",KKR,PBKS,PBKS,BOWL FIRST,165/7,168/5,165/7,168/5,PBKS,Punjab Kings won by 5 wkts (3b rem),2021-10-01T14:00Z,2021-10-02T23:59Z,392627,Dubai International Cricket Stadium,Eoin Morgan,KL Rahul,KL Rahul,"Punjab Kings 2, Kolkata Knight Riders 0",FALSE,20,165,7,19,19.3,168,5,17
2021,1254103,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"43rd Match (N), Indian Premier League at Dubai, Sep 29 2021",RR,RCB,RCB,BOWL FIRST,149/9,153/3,149/9,153/3,RCB,RCB won by 7 wkts (17b rem),2021-09-29T14:00Z,2021-09-30T23:59Z,392627,Dubai International Cricket Stadium,Sanju Samson,Virat Kohli,Yuzvendra Chahal,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,20,149,9,17,17.1,153,3,20
2021,1254104,Chennai Super Kings v Mumbai Indians,CSK v MI,"30th Match (N), Indian Premier League at Dubai, Sep 19 2021",CSK,MI,CSK,BAT FIRST,156/6,136/8,156/6,136/8,CSK,Super Kings won by 20 runs,2021-09-19T14:00Z,2021-09-20T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Kieron Pollard,Ruturaj Gaikwad,"Chennai Super Kings 2, Mumbai Indians 0",FALSE,20,156,6,18,20,136,8,15
2021,1254105,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"33rd Match (N), Indian Premier League at Dubai, Sep 22 2021",DC,SRH,SRH,BAT FIRST,134/9,139/2,139/2,134/9,DC,Capitals won by 8 wkts (13b rem),2021-09-22T14:00Z,2021-09-23T23:59Z,392627,Dubai International Cricket Stadium,Rishabh Pant,Kane Williamson,Anrich Nortje,"Delhi Capitals 2, Sunrisers Hyderabad 0",FALSE,17.5,139,2,18,20,134,9,13
2021,1254107,Sunrisers Hyderabad v Punjab Kings,SRH v PBKS,"37th Match (N), Indian Premier League at Sharjah, Sep 25 2021",SRH,PBKS,SRH,BOWL FIRST,125/7,120/7,120/7,125/7,PBKS,Punjab Kings won by 5 runs,2021-09-25T14:00Z,2021-09-26T23:59Z,59392,Sharjah Cricket Stadium,Kane Williamson,KL Rahul,Jason Holder,"Punjab Kings 2, Sunrisers Hyderabad 0",FALSE,20,120,7,7,20,125,7,10
2021,1254108,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"39th Match (N), Indian Premier League at Dubai, Sep 26 2021",RCB,MI,MI,BOWL FIRST,165/6,111,165/6,111,RCB,RCB won by 54 runs,2021-09-26T14:00Z,2021-09-27T23:59Z,392627,Dubai International Cricket Stadium,Virat Kohli,Rohit Sharma,Glenn Maxwell,"Royal Challengers Bangalore 2, Mumbai Indians 0",FALSE,20,165,6,21,18.1,111,10,12
2021,1254109,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"49th Match (N), Indian Premier League at Dubai, Oct 3 2021",KKR,SRH,SRH,BAT FIRST,115/8,119/4,119/4,115/8,KKR,KKR won by 6 wkts (2b rem),2021-10-03T14:00Z,2021-10-04T23:59Z,392627,Dubai International Cricket Stadium,Eoin Morgan,Kane Williamson,Shubman Gill,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,19.4,119,4,17,20,115,8,12
2021,1254110,Delhi Capitals v Chennai Super Kings,DC v CSK,"50th Match (N), Indian Premier League at Dubai, Oct 4 2021",DC,CSK,DC,BOWL FIRST,136/5,139/7,139/7,136/5,DC,Capitals won by 3 wkts (2b rem),2021-10-04T14:00Z,2021-10-05T23:59Z,392627,Dubai International Cricket Stadium,Rishabh Pant,MS Dhoni,Axar Patel,"Delhi Capitals 2, Chennai Super Kings 0",FALSE,19.4,139,7,16,20,136,5,12
2021,1254111,Punjab Kings v Rajasthan Royals,PBKS v RR,"32nd Match (N), Indian Premier League at Dubai, Sep 21 2021",PBKS,RR,PBKS,BOWL FIRST,185,183/4,183/4,185,RR,Royals won by 2 runs,2021-09-21T14:00Z,2021-09-22T23:59Z,392627,Dubai International Cricket Stadium,KL Rahul,Sanju Samson,Kartik Tyagi,"Rajasthan Royals 2, Punjab Kings 0",FALSE,20,183,4,21,20,185,10,26
2021,1254112,Mumbai Indians v Delhi Capitals,MI v DC,"46th Match, Indian Premier League at Sharjah, Oct 2 2021",MI,DC,DC,BOWL FIRST,129/8,132/6,129/8,132/6,DC,Capitals won by 4 wkts (5b rem),2021-10-02T10:00Z,2021-10-03T23:59Z,59392,Sharjah Cricket Stadium,Rohit Sharma,Rishabh Pant,Axar Patel,"Delhi Capitals 2, Mumbai Indians 0",FALSE,20,129,8,14,19.1,132,6,13
2021,1254113,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"35th Match (N), Indian Premier League at Sharjah, Sep 24 2021",RCB,CSK,CSK,BOWL FIRST,156/6,157/4,156/6,157/4,CSK,Super Kings won by 6 wkts (11b rem),2021-09-24T14:00Z,2021-09-25T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,MS Dhoni,Dwayne Bravo,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,20,156,6,17,18.1,157,4,20
