season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries
2020,1216504,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"12th Match (N), Indian Premier League at Dubai (DSC), Sep 30 2020",RR,KKR,RR,BOWL FIRST,174/6,137/9,137/9,174/6,KKR,KKR won by 37 runs,2020-09-30T14:00Z,2020-10-02T23:59Z,392627,Dubai International Cricket Stadium,Steven Smith,Dinesh Karthik,Shivam Mavi,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,20,137,9,12,20,174,6,20
2020,1216505,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,"55th Match (N), Indian Premier League at Abu Dhabi, Nov 2 2020",DC,RCB,DC,BOWL FIRST,152/7,154/4,154/4,152/7,DC,Capitals won by 6 wickets,2020-11-02T14:00Z,2020-11-04T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,Virat Kohli,Anrich Nortje,"Delhi Capitals 2, Royal Challengers Bangalore 0",FALSE,19,154,4,16,20,152,7,16
2020,1216506,Chennai Super Kings v Kings XI Punjab,CSK v PBKS,"53rd Match, Indian Premier League at Abu Dhabi, Nov 1 2020",CSK,PBKS,CSK,BOWL FIRST,153/6,154/1,154/1,153/6,CSK,Super Kings won by 9 wickets,2020-11-01T10:00Z,2020-11-03T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,KL Rahul,Ruturaj Gaikwad,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,18.5,154,1,15,20,153,6,17
2020,1216507,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,"26th Match, Indian Premier League at Dubai (DSC), Oct 11 2020",SRH,RR,SRH,BAT FIRST,158/4,163/5,158/4,163/5,RR,Royals won by 5 wickets,2020-10-11T10:00Z,2020-10-13T23:59Z,392627,Dubai International Cricket Stadium,David Warner,Steven Smith,Rahul Tewatia,"Rajasthan Royals 2, Sunrisers Hyderabad 0",FALSE,20,158,4,15,19.5,163,5,18
2020,1216508,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"5th Match (N), Indian Premier League at Abu Dhabi, Sep 23 2020",KKR,MI,KKR,BOWL FIRST,195/5,146/9,146/9,195/5,MI,Mum Indians won by 49 runs,2020-09-23T14:00Z,2020-09-25T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Dinesh Karthik,Rohit Sharma,Rohit Sharma,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,146,9,20,20,195,5,22
2020,1216509,Delhi Capitals v Chennai Super Kings,DC v CSK,"34th Match (N), Indian Premier League at Sharjah, Oct 17 2020",DC,CSK,CSK,BAT FIRST,179/4,185/5,185/5,179/4,DC,Capitals won by 5 wickets,2020-10-17T14:00Z,2020-10-19T23:59Z,59392,Sharjah Cricket Stadium,Shreyas Iyer,MS Dhoni,Shikhar Dhawan,"Delhi Capitals 2, Chennai Super Kings 0",FALSE,19.5,185,5,24,20,179,4,23
2020,1216510,Kings XI Punjab v Royal Challengers Bangalore,PBKS v RCB,"6th Match (N), Indian Premier League at Dubai (DSC), Sep 24 2020",PBKS,RCB,RCB,BOWL FIRST,206/3,109,206/3,109,PBKS,Kings XI won by 97 runs,2020-09-24T14:00Z,2020-09-26T23:59Z,392627,Dubai International Cricket Stadium,KL Rahul,Virat Kohli,KL Rahul,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,20,206,3,28,17,109,10,13
2020,1216511,Mumbai Indians v Rajasthan Royals,MI v RR,"20th Match (N), Indian Premier League at Abu Dhabi, Oct 6 2020",MI,RR,MI,BAT FIRST,193/4,136,193/4,136,MI,Mum Indians won by 57 runs,2020-10-06T14:00Z,2020-10-08T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Steven Smith,Suryakumar Yadav,"Mumbai Indians 2, Rajasthan Royals 0",FALSE,20,193,4,26,18.1,136,10,17
2020,1216512,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,"35th Match, Indian Premier League at Abu Dhabi, Oct 18 2020",SRH,KKR,SRH,BOWL FIRST,163/5,163/6,163/6,163/5,KKR,Match tied (Kolkata Knight Riders won the one-over eliminator),2020-10-18T10:00Z,2020-10-20T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",David Warner,Eoin Morgan,Lockie Ferguson,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",TRUE,20,163,6,20,20,163,5,21
2020,1216513,Kings XI Punjab v Chennai Super Kings,PBKS v CSK,"18th Match (N), Indian Premier League at Dubai (DSC), Oct 4 2020",PBKS,CSK,PBKS,BAT FIRST,178/4,181/0,178/4,181/0,CSK,Super Kings won by 10 wickets,2020-10-04T14:00Z,2020-10-06T23:59Z,392627,Dubai International Cricket Stadium,KL Rahul,MS Dhoni,Shane Watson,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,20,178,4,20,17.4,181,0,26
2020,1216514,Royal Challengers Bangalore v Rajasthan Royals,RCB v RR,"15th Match, Indian Premier League at Abu Dhabi, Oct 3 2020",RCB,RR,RR,BAT FIRST,154/6,158/2,158/2,154/6,RCB,RCB won by 8 wickets,2020-10-03T10:00Z,2020-10-05T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Virat Kohli,Steven Smith,Yuzvendra Chahal,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,19.1,158,2,19,20,154,6,17
2020,1216515,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"16th Match (N), Indian Premier League at Sharjah, Oct 3 2020",DC,KKR,KKR,BOWL FIRST,228/4,210/8,228/4,210/8,DC,Capitals won by 18 runs,2020-10-03T14:00Z,2020-10-05T23:59Z,59392,Sharjah Cricket Stadium,Shreyas Iyer,Dinesh Karthik,Shreyas Iyer,"Delhi Capitals 2, Kolkata Knight Riders 0",FALSE,20,228,4,32,20,210,8,26
2020,1216516,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"14th Match (N), Indian Premier League at Dubai (DSC), Oct 2 2020",CSK,SRH,SRH,BAT FIRST,164/5,157/5,157/5,164/5,SRH,Sunrisers won by 7 runs,2020-10-02T14:00Z,2020-10-04T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,David Warner,Priyam Garg,"Sunrisers Hyderabad 2, Chennai Super Kings 0",FALSE,20,157,5,19,20,164,5,21
2020,1216517,Mumbai Indians v Kings XI Punjab,MI v PBKS,"36th Match (N), Indian Premier League at Dubai (DSC), Oct 18 2020",MI,PBKS,MI,BAT FIRST,176/6,176/6,176/6,176/6,PBKS,Match tied (Kings XI Punjab won the one-over eliminator),2020-10-18T14:00Z,2020-10-20T23:59Z,392627,Dubai International Cricket Stadium,Rohit Sharma,KL Rahul,KL Rahul,"Kings XI Punjab 2, Mumbai Indians 0",TRUE,20,176,6,24,20,176,6,22
2020,1216518,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"40th Match (N), Indian Premier League at Dubai (DSC), Oct 22 2020",RR,SRH,SRH,BOWL FIRST,154/6,156/2,154/6,156/2,SRH,Sunrisers won by 8 wickets,2020-10-22T14:00Z,2020-10-24T23:59Z,392627,Dubai International Cricket Stadium,Steven Smith,David Warner,Manish Pandey,None,FALSE,20,154,6,16,18.1,156,2,21
2020,1216519,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,"19th Match (N), Indian Premier League at Dubai (DSC), Oct 5 2020",RCB,DC,RCB,BOWL FIRST,196/4,137/9,137/9,196/4,DC,Capitals won by 59 runs,2020-10-05T14:00Z,2020-10-07T23:59Z,392627,Dubai International Cricket Stadium,Virat Kohli,Shreyas Iyer,Axar Patel,"Delhi Capitals 2, Royal Challengers Bangalore 0",FALSE,20,137,9,13,20,196,4,25
2020,1216520,Kolkata Knight Riders v Kings XI Punjab,KKR v PBKS,"46th Match (N), Indian Premier League at Sharjah, Oct 26 2020",KKR,PBKS,PBKS,BOWL FIRST,149/9,150/2,149/9,150/2,PBKS,Kings XI won by 8 wickets,2020-10-26T14:00Z,2020-10-28T23:59Z,59392,Sharjah Cricket Stadium,Eoin Morgan,KL Rahul,Chris Gayle,"Kings XI Punjab 2, Kolkata Knight Riders 0",FALSE,20,149,9,20,18.5,150,2,21
2020,1216521,Chennai Super Kings v Mumbai Indians,CSK v MI,"41st Match (N), Indian Premier League at Sharjah, Oct 23 2020",CSK,MI,MI,BOWL FIRST,114/9,116/0,114/9,116/0,MI,Mum Indians won by 10 wickets,2020-10-23T14:00Z,2020-10-25T23:59Z,59392,Sharjah Cricket Stadium,MS Dhoni,Kieron Pollard,Trent Boult,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,114,9,12,12.2,116,0,18
2020,1216522,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"33rd Match, Indian Premier League at Dubai (DSC), Oct 17 2020",RR,RCB,RR,BAT FIRST,177/6,179/3,177/6,179/3,RCB,RCB won by 7 wickets,2020-10-17T10:00Z,2020-10-19T23:59Z,392627,Dubai International Cricket Stadium,Steven Smith,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Rajasthan Royals 0",FALSE,20,177,6,22,19.4,179,3,15
2020,1216523,Kings XI Punjab v Kolkata Knight Riders,PBKS v KKR,"24th Match, Indian Premier League at Abu Dhabi, Oct 10 2020",PBKS,KKR,KKR,BAT FIRST,164/6,162/5,162/5,164/6,KKR,KKR won by 2 runs,2020-10-10T10:00Z,2020-10-12T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",KL Rahul,Dinesh Karthik,Dinesh Karthik,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,162,5,18,20,164,6,20
2020,1216524,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"47th Match (N), Indian Premier League at Dubai (DSC), Oct 27 2020",SRH,DC,DC,BOWL FIRST,219/2,131,219/2,131,SRH,Sunrisers won by 88 runs,2020-10-27T14:00Z,2020-10-29T23:59Z,392627,Dubai International Cricket Stadium,David Warner,Shreyas Iyer,Wriddhiman Saha,"Sunrisers Hyderabad 2, Delhi Capitals 0",FALSE,20,219,2,30,19,131,10,16
2020,1216525,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"25th Match (N), Indian Premier League at Dubai (DSC), Oct 10 2020",CSK,RCB,RCB,BAT FIRST,169/4,132/8,132/8,169/4,RCB,RCB won by 37 runs,2020-10-10T14:00Z,2020-10-12T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Virat Kohli,Virat Kohli,"Royal Challengers Bangalore 2, Chennai Super Kings 0",FALSE,20,132,8,13,20,169,4,15
2020,1216526,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"32nd Match (N), Indian Premier League at Abu Dhabi, Oct 16 2020",MI,KKR,KKR,BAT FIRST,148/5,149/2,149/2,148/5,MI,Mum Indians won by 8 wickets,2020-10-16T14:00Z,2020-10-18T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Eoin Morgan,Quinton de Kock,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,16.5,149,2,23,20,148,5,18
2020,1216527,Rajasthan Royals v Kings XI Punjab,RR v PBKS,"9th Match (N), Indian Premier League at Sharjah, Sep 27 2020",RR,PBKS,RR,BOWL FIRST,223/2,226/6,226/6,223/2,RR,Royals won by 4 wickets,2020-09-27T14:00Z,2020-09-29T23:59Z,59392,Sharjah Cricket Stadium,Steven Smith,KL Rahul,Sanju Samson,"Rajasthan Royals 2, Kings XI Punjab 0",FALSE,19.3,226,6,32,20,223,2,31
2020,1216528,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"29th Match (N), Indian Premier League at Dubai (DSC), Oct 13 2020",SRH,CSK,CSK,BAT FIRST,167/6,147/8,147/8,167/6,CSK,Super Kings won by 20 runs,2020-10-13T14:00Z,2020-10-15T23:59Z,392627,Dubai International Cricket Stadium,David Warner,MS Dhoni,Ravindra Jadeja,"Chennai Super Kings 2, Sunrisers Hyderabad 0",FALSE,20,147,8,15,20,167,6,21
2020,1216529,Mumbai Indians v Delhi Capitals,MI v DC,"27th Match (N), Indian Premier League at Abu Dhabi, Oct 11 2020",MI,DC,DC,BAT FIRST,162/4,166/5,166/5,162/4,MI,Mum Indians won by 5 wickets,2020-10-11T14:00Z,2020-10-13T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Shreyas Iyer,Quinton de Kock,"Mumbai Indians 2, Delhi Capitals 0",FALSE,19.4,166,5,21,20,162,4,18
2020,1216530,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"54th Match (N), Indian Premier League at Dubai (DSC), Nov 1 2020",KKR,RR,RR,BOWL FIRST,191/7,131/9,191/7,131/9,KKR,KKR won by 60 runs,2020-11-01T14:00Z,2020-11-03T23:59Z,392627,Dubai International Cricket Stadium,Eoin Morgan,Steven Smith,Pat Cummins,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,20,191,7,28,20,131,9,15
2020,1216531,Royal Challengers Bangalore v Kings XI Punjab,RCB v PBKS,"31st Match (N), Indian Premier League at Sharjah, Oct 15 2020",RCB,PBKS,RCB,BAT FIRST,171/6,177/2,171/6,177/2,PBKS,Kings XI won by 8 wickets,2020-10-15T14:00Z,2020-10-17T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,KL Rahul,KL Rahul,"Kings XI Punjab 2, Royal Challengers Bangalore 0",FALSE,20,171,6,16,20,177,2,20
2020,1216532,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"11th Match (N), Indian Premier League at Abu Dhabi, Sep 29 2020",DC,SRH,DC,BOWL FIRST,162/4,147/7,147/7,162/4,SRH,Sunrisers won by 15 runs,2020-09-29T14:00Z,2020-10-01T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,David Warner,Rashid Khan,"Sunrisers Hyderabad 2, Delhi Capitals 0",FALSE,20,147,7,14,20,162,4,15
2020,1216533,Chennai Super Kings v Rajasthan Royals,CSK v RR,"37th Match (N), Indian Premier League at Abu Dhabi, Oct 19 2020",CSK,RR,CSK,BAT FIRST,125/5,126/3,125/5,126/3,RR,Royals won by 7 wickets,2020-10-19T14:00Z,2020-10-21T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,Steven Smith,Jos Buttler,"Rajasthan Royals 2, Chennai Super Kings 0",FALSE,20,125,5,13,17.3,126,3,14
2020,1216534,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"3rd Match (N), Indian Premier League at Dubai (DSC), Sep 21 2020",SRH,RCB,SRH,BOWL FIRST,163/5,153,153,163/5,RCB,RCB won by 10 runs,2020-09-21T14:00Z,2020-09-23T23:59Z,392627,Dubai International Cricket Stadium,David Warner,Virat Kohli,Yuzvendra Chahal,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",FALSE,19.4,153,10,17,20,163,5,17
2020,1216535,Delhi Capitals v Mumbai Indians,DC v MI,"51st Match, Indian Premier League at Dubai (DSC), Oct 31 2020",DC,MI,MI,BOWL FIRST,110/9,111/1,110/9,111/1,MI,Mum Indians won by 9 wickets,2020-10-31T10:00Z,2020-11-02T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Kieron Pollard,Ishan Kishan,"Mumbai Indians 2, Delhi Capitals 0",FALSE,20,110,9,10,14.2,111,1,14
2020,1216536,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"49th Match (N), Indian Premier League at Dubai (DSC), Oct 29 2020",CSK,KKR,CSK,BOWL FIRST,172/5,178/4,178/4,172/5,CSK,Super Kings won by 6 wickets,2020-10-29T14:00Z,2020-10-31T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Eoin Morgan,Ruturaj Gaikwad,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,178,4,22,20,172,5,25
2020,1216537,Kings XI Punjab v Rajasthan Royals,PBKS v RR,"50th Match (N), Indian Premier League at Abu Dhabi, Oct 30 2020",PBKS,RR,RR,BOWL FIRST,185/4,186/3,185/4,186/3,RR,Royals won by 7 wickets,2020-10-30T14:00Z,2020-11-01T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",KL Rahul,Steven Smith,Ben Stokes,"Rajasthan Royals 2, Kings XI Punjab 0",FALSE,20,185,4,23,17.3,186,3,27
2020,1216538,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,"17th Match, Indian Premier League at Sharjah, Oct 4 2020",MI,SRH,MI,BAT FIRST,208/5,174/7,208/5,174/7,MI,Mum Indians won by 34 runs,2020-10-04T10:00Z,2020-10-06T23:59Z,59392,Sharjah Cricket Stadium,Rohit Sharma,David Warner,Trent Boult,"Mumbai Indians 2, Sunrisers Hyderabad 0",FALSE,20,208,5,29,20,174,7,19
2020,1216539,Chennai Super Kings v Delhi Capitals,CSK v DC,"7th Match (N), Indian Premier League at Dubai (DSC), Sep 25 2020",CSK,DC,CSK,BOWL FIRST,175/3,131/7,131/7,175/3,DC,Capitals won by 44 runs,2020-09-25T14:00Z,2020-09-27T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Shreyas Iyer,Prithvi Shaw,"Delhi Capitals 2, Chennai Super Kings 0",FALSE,20,131,7,13,20,175,3,21
2020,1216540,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"28th Match (N), Indian Premier League at Sharjah, Oct 12 2020",RCB,KKR,RCB,BAT FIRST,194/2,112/9,194/2,112/9,RCB,RCB won by 82 runs,2020-10-12T14:00Z,2020-10-14T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,Dinesh Karthik,AB de Villiers,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,20,194,2,22,20,112,9,10
2020,1216541,Rajasthan Royals v Mumbai Indians,RR v MI,"45th Match (N), Indian Premier League at Abu Dhabi, Oct 25 2020",RR,MI,MI,BAT FIRST,195/5,196/2,196/2,195/5,RR,Royals won by 8 wickets,2020-10-25T14:00Z,2020-10-27T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Steven Smith,Kieron Pollard,Ben Stokes,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,18.2,196,2,28,20,195,5,26
2020,1216542,Sunrisers Hyderabad v Kings XI Punjab,SRH v PBKS,"22nd Match (N), Indian Premier League at Dubai (DSC), Oct 8 2020",SRH,PBKS,SRH,BAT FIRST,201/6,132,201/6,132,SRH,Sunrisers won by 69 runs,2020-10-08T14:00Z,2020-10-10T23:59Z,392627,Dubai International Cricket Stadium,David Warner,KL Rahul,Jonny Bairstow,"Sunrisers Hyderabad 2, Kings XI Punjab 0",FALSE,20,201,6,24,16.5,132,10,16
2020,1216543,Delhi Capitals v Rajasthan Royals,DC v RR,"30th Match (N), Indian Premier League at Dubai (DSC), Oct 14 2020",DC,RR,DC,BAT FIRST,161/7,148/8,161/7,148/8,DC,Capitals won by 13 runs,2020-10-14T14:00Z,2020-10-16T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Steven Smith,Anrich Nortje,"Delhi Capitals 2, Rajasthan Royals 0",FALSE,20,161,7,16,20,148,8,18
2020,1216544,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"44th Match, Indian Premier League at Dubai (DSC), Oct 25 2020",RCB,CSK,RCB,BAT FIRST,145/6,150/2,145/6,150/2,CSK,Super Kings won by 8 wickets,2020-10-25T10:00Z,2020-10-27T23:59Z,392627,Dubai International Cricket Stadium,Virat Kohli,MS Dhoni,Ruturaj Gaikwad,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,20,145,6,13,18.4,150,2,19
2020,1216545,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"8th Match (N), Indian Premier League at Abu Dhabi, Sep 26 2020",KKR,SRH,SRH,BAT FIRST,142/4,145/3,145/3,142/4,KKR,KKR won by 7 wickets,2020-09-26T14:00Z,2020-09-28T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Dinesh Karthik,David Warner,Shubman Gill,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,18,145,3,18,20,142,4,12
2020,1216546,Kings XI Punjab v Delhi Capitals,PBKS v DC,"38th Match (N), Indian Premier League at Dubai (DSC), Oct 20 2020",PBKS,DC,DC,BAT FIRST,164/5,167/5,167/5,164/5,PBKS,Kings XI won by 5 wickets,2020-10-20T14:00Z,2020-10-22T23:59Z,392627,Dubai International Cricket Stadium,KL Rahul,Shreyas Iyer,Shikhar Dhawan,"Kings XI Punjab 2, Delhi Capitals 0",FALSE,19,167,5,21,20,164,5,19
2020,1216547,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"10th Match (N), Indian Premier League at Dubai (DSC), Sep 28 2020",RCB,MI,MI,BOWL FIRST,201/3,201/5,201/3,201/5,RCB,Match tied (Royal Challengers Bangalore won the one-over eliminator),2020-09-28T14:00Z,2020-09-30T23:59Z,392627,Dubai International Cricket Stadium,Virat Kohli,Rohit Sharma,AB de Villiers,"Royal Challengers Bangalore 2, Mumbai Indians 0",TRUE,20,201,3,27,20,201,5,22
2020,1237177,Delhi Capitals v Mumbai Indians,DC v MI,"Qualifier 1 (N), Indian Premier League at Dubai (DSC), Nov 5 2020",DC,MI,DC,BOWL FIRST,200/5,143/8,143/8,200/5,MI,Mum Indians won by 57 runs,2020-11-05T14:00Z,2020-11-07T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Rohit Sharma,Jasprit Bumrah,None,FALSE,20,143,8,19,20,200,5,27
2020,1237178,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"Eliminator (N), Indian Premier League at Abu Dhabi, Nov 6 2020",RCB,SRH,SRH,BOWL FIRST,131/7,132/4,131/7,132/4,SRH,Sunrisers won by 6 wickets,2020-11-06T14:00Z,2020-11-08T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Virat Kohli,David Warner,Kane Williamson,None,FALSE,20,131,7,11,19.4,132,4,14
2020,1237180,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"Qualifier 2 (N), Indian Premier League at Abu Dhabi, Nov 8 2020",DC,SRH,DC,BAT FIRST,189/3,172/8,189/3,172/8,DC,Capitals won by 17 runs,2020-11-08T14:00Z,2020-11-10T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,David Warner,Marcus Stoinis,None,FALSE,20,189,3,20,20,172,8,21
2020,1237181,Delhi Capitals v Mumbai Indians,DC v MI,"Final (N), Indian Premier League at Dubai (DSC), Nov 10 2020",DC,MI,DC,BAT FIRST,156/7,157/5,156/7,157/5,MI,Mum Indians won by 5 wickets,2020-11-10T14:00Z,2020-11-12T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Rohit Sharma,Trent Boult,None,FALSE,20,156,7,19,18.4,157,5,21
2021,1254058,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"1st Match (N), Indian Premier League at Chennai, Apr 9 2021",MI,RCB,RCB,BOWL FIRST,159/9,160/8,159/9,160/8,RCB,RCB won by 2 wkts (0b rem),2021-04-09T14:00Z,2021-04-10T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Rohit Sharma,Virat Kohli,Harshal Patel,"Royal Challengers Bangalore 2, Mumbai Indians 0",FALSE,20,159,9,21,20,160,8,16
2021,1254059,Chennai Super Kings v Delhi Capitals,CSK v DC,"2nd Match (N), Indian Premier League at Mumbai, Apr 10 2021",CSK,DC,DC,BOWL FIRST,188/7,190/3,188/7,190/3,DC,Capitals won by 7 wkts (8b rem),2021-04-10T14:00Z,2021-04-11T23:59Z,58324,"Wankhede Stadium, Mumbai",MS Dhoni,Rishabh Pant,Shikhar Dhawan,"Delhi Capitals 2, Chennai Super Kings 0",FALSE,20,188,7,26,18.4,190,3,29
2021,1254060,Sunrisers Hyderabad v Kolkata Knight Riders,SRH v KKR,"3rd Match (N), Indian Premier League at Chennai, Apr 11 2021",SRH,KKR,SRH,BOWL FIRST,187/6,177/5,177/5,187/6,KKR,KKR won by 10 runs,2021-04-11T14:00Z,2021-04-12T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",David Warner,Eoin Morgan,Nitish Rana,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,20,177,5,19,20,187,6,26
2021,1254061,Rajasthan Royals v Punjab Kings,RR v PBKS,"4th Match (N), Indian Premier League at Mumbai, Apr 12 2021",RR,PBKS,RR,BOWL FIRST,221/6,217/7,217/7,221/6,PBKS,Punjab Kings won by 4 runs,2021-04-12T14:00Z,2021-04-13T23:59Z,58324,"Wankhede Stadium, Mumbai",Sanju Samson,KL Rahul,Sanju Samson,"Punjab Kings 2, Rajasthan Royals 0",FALSE,20,217,7,33,20,221,6,31
2021,1254062,Kolkata Knight Riders v Mumbai Indians,KKR v MI,"5th Match (N), Indian Premier League at Chennai, Apr 13 2021",KKR,MI,KKR,BOWL FIRST,152,142/7,142/7,152,MI,Mumbai won by 10 runs,2021-04-13T14:00Z,2021-04-14T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Eoin Morgan,Rohit Sharma,Rahul Chahar,"Mumbai Indians 2, Kolkata Knight Riders 0",FALSE,20,142,7,17,20,152,10,19
2021,1254063,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"6th Match (N), Indian Premier League at Chennai, Apr 14 2021",SRH,RCB,SRH,BOWL FIRST,149/8,143/9,143/9,149/8,RCB,RCB won by 6 runs,2021-04-14T14:00Z,2021-04-15T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",David Warner,Virat Kohli,Glenn Maxwell,"Royal Challengers Bangalore 2, Sunrisers Hyderabad 0",FALSE,20,143,9,15,20,149,8,18
2021,1254064,Rajasthan Royals v Delhi Capitals,RR v DC,"7th Match (N), Indian Premier League at Mumbai, Apr 15 2021",RR,DC,RR,BOWL FIRST,147/8,150/7,150/7,147/8,RR,Royals won by 3 wkts (2b rem),2021-04-15T14:00Z,2021-04-16T23:59Z,58324,"Wankhede Stadium, Mumbai",Sanju Samson,Rishabh Pant,Jaydev Unadkat,"Rajasthan Royals 2, Delhi Capitals 0",FALSE,19.4,150,7,19,20,147,8,20
2021,1254065,Punjab Kings v Chennai Super Kings,PBKS v CSK,"8th Match (N), Indian Premier League at Mumbai, Apr 16 2021",PBKS,CSK,CSK,BOWL FIRST,106/8,107/4,106/8,107/4,CSK,Super Kings won by 6 wkts (26b rem),2021-04-16T14:00Z,2021-04-17T23:59Z,58324,"Wankhede Stadium, Mumbai",KL Rahul,MS Dhoni,Deepak Chahar,"Chennai Super Kings 2, Punjab Kings 0",FALSE,20,106,8,12,15.4,107,4,14
2021,1254066,Mumbai Indians v Sunrisers Hyderabad,MI v SRH,"9th Match (N), Indian Premier League at Chennai, Apr 17 2021",MI,SRH,MI,BAT FIRST,150/5,137,150/5,137,MI,Mumbai won by 13 runs,2021-04-17T14:00Z,2021-04-18T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Rohit Sharma,David Warner,Kieron Pollard,"Mumbai Indians 2, Sunrisers Hyderabad 0",FALSE,20,150,5,16,19.4,137,10,15
