season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,1,0,"Yadav to Rahane, no run",False,False,False,277916,Ajinkya Rahane,0,1,376116,Umesh Yadav,0.1,0,0,0,,,,,,,False,"a gentle push to mid-off, rather like the start of a sparring match where the fighters are testing each other's reflexes","  0.1    U Yadav to Rahane, no run, on a good length and just outside off, Rahane prods forward and pushes it towards mid-off  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,2,0,"Yadav to Rahane, no run",False,False,False,277916,Ajinkya Rahane,0,2,376116,Umesh Yadav,0.2,0,0,0,,,,,,,False,"some movement off the pitch, and solid carry through to the keeper too. Rahane's hands venture out, but his feet don't, and therefore he is beaten","  0.2    U Yadav to Rahane, no run, short of a length and shaping away from outside off, Rahane has a little dab at that and is beaten on the outside edge  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,3,0,"Yadav to Rahane, no run",False,False,False,277916,Ajinkya Rahane,0,3,376116,Umesh Yadav,0.3,0,0,0,,,,,,,False,that's a bit poor. Rahane has every opportunity to cut this away - plenty of width - but he is again not moving his feet well enough.,"  0.3    U Yadav to Rahane, no run, short and wide from Umesh, that was there to be smashed. Rahane went with hard hands and is beaten on the cut  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,4,1,"Yadav to Rahane, 1 run",False,False,False,277916,Ajinkya Rahane,1,4,376116,Umesh Yadav,0.4,0,1,0,,,,,,,False,"opens the face and with the ball coming in at off stump, he is able to run it down to third man","  0.4    U Yadav to Rahane, 1 run, on a good length and just outside off, Rahane plays with an open face and runs it down towards third man, off the mark with a single  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,5,1,"Yadav to Tripathi, 1 wide",False,True,False,446763,Rahul Tripathi,0,0,376116,Umesh Yadav,0.4,0,2,0,,,,,,,False,"zips past his flick, but since it does so down the leg side, the umpire penalises Umesh","  0.5    U Yadav to Tripathi, wide, KKR went up in an appeal for caught behind, but Umesh turns back to see the umpire signalling it as a wide. Short and angling down the leg-side, Tripathi was looking to flick and missed  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,5,4,"Yadav to Tripathi, FOUR runs",True,False,False,446763,Rahul Tripathi,4,1,376116,Umesh Yadav,0.5,0,6,0,,,,,,,False,"<b>dropped</b>, but look at all this pace and bounce! Yet the speed gun says this is only 132. Umesh hits back of a length, Tripathi pokes outside off stump with an angled bat. There's the slightest outside edge, but all the pace the bowler puts, and the hardness on this pitch, ensures that is enough to take it over the wicketkeeper's reach on his right","  0.5   U Yadav to Tripathi, FOUR, edged and four, that will go down as a chance, but it climbed over Uthappa, he had no chance of taking it. Short of a length and shaping away from outside off, Tripathi was rooted to his crease as he frailed at that, got a thin edge that flew over the keeper's outstretched gloves "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,1,6,0,"Yadav to Tripathi, no run",False,False,False,446763,Rahul Tripathi,4,2,376116,Umesh Yadav,1.0,0,6,0,,,,,,,False,"backs away to try and slap a length ball right through the line on the off side, but is again confounded by the rapid pace in this pitch","  0.6    U Yadav to Tripathi, no run, poor from Tripathi, came down the track, made room as he did so, was looking to crack a short delivery behind point and missed, didn't miss the off-stump by much  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,2,1,1,"Woakes to Rahane, 1 run",False,False,False,277916,Ajinkya Rahane,2,5,247235,Chris Woakes,0.1,0,1,0,,,,,,,False,opens the face and runs the back of a length delivery outside off to deep third man,"  1.1    Woakes to Rahane, 1 run, back of a length and just outside off, Rahane plays with an open face and runs it down towards third man  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,2,2,1,"Woakes to Tripathi, 1 run",False,False,False,446763,Rahul Tripathi,5,3,247235,Chris Woakes,0.2,0,2,0,,,,,,,False,"swivels on his back foot to pull a shortish delivery, into the body, to long leg","  1.2    Woakes to Tripathi, 1 run, banged in short and on the stumps, Tripathi was done in for pace as he went for the pull, ends up mistiming it towards long leg  "
2017,1082620,RPS v KKR,RPS,KKR,RPS,1,2,3,0,"Woakes to Rahane, no run",False,False,False,277916,Ajinkya Rahane,2,6,247235,Chris Woakes,0.3,0,2,0,,,,,,,False,"<b>try hitting that</b>. This is Test match bowling on a Test match pitch in a T20 match. Woakes makes it seam away off the pitch, and it climbs all the way up towards Rahane's chest outside off. The batsmen tries to block but he's comfortably left behind","  1.3    Woakes to Rahane, no run, pace and bounce for Woakes, he's looking dangerous here, shortens his length and gets it to straighten, Rahane has a feel for it and nearly edges it to the keeper  "
