season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,1,0,"Yadav to Warner, no run",False,False,False,219889,David Warner,0,1,447587,Jayant Yadav,0.1,0,0,0,,,,,,,False,"close, close, really close. Too full to be playing the sweep. Warner is through with the shot and misses. Hit him on the back leg. Make no mistake, the ball didn't have to travel much. Would've crashed into leg stump, surely? Played all around a leg-stump yorker. Uh-oh, Hawkeye says would have just missed.","  0.1   Jayant Yadav to Warner, no run, what a start to the game. Massive LBW shout, looks very close. The umpire gave the benefit of doubt to the batsmen. He reckoned it was slipping down the leg-side. It was a very full ball from Jayant Yadav, Warner premeditated the sweep and missed, the ball hit the back leg and impact was middle and leg, maybe would have brushed leg pole at least. Hawk-Eye shows missing though "
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,2,4,"Yadav to Warner, FOUR runs",True,False,False,219889,David Warner,4,2,447587,Jayant Yadav,0.2,0,4,0,,,,,,,False,"short, he rocks back, makes room and slaps it past cover. Super shot","  0.2    Jayant Yadav to Warner, FOUR, and he's away in a flash. Shortish and just outside off stump, Warner rocks back and cuts fiercely through cover-point  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,3,0,"Yadav to Warner, no run",False,False,False,219889,David Warner,4,3,447587,Jayant Yadav,0.3,0,4,0,,,,,,,False,"looks to reverse paddle an indrifter on middle and leg, plays it straight to Nair at slip","  0.3    Jayant Yadav to Warner, no run, flatter delivery from Jayant Yadav, Warner tries the switch hit, the man at slip moves across and stops the ball, almost threatens to run Warner out as he was looking to take a run  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,4,0,"Yadav to Warner, no run",False,False,False,219889,David Warner,4,4,447587,Jayant Yadav,0.4,0,4,0,,,,,,,False,"drifts this in full from around the stumps, Warner turns this to square leg","  0.4    Jayant Yadav to Warner, no run, turned to square leg  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,5,0,"Yadav to Warner, no run",False,False,False,219889,David Warner,4,5,447587,Jayant Yadav,0.5,0,4,0,,,,,,,False,"right into the blockhole, Warner jams his bat down in time to keep that out","  0.5    Jayant Yadav to Warner, no run, very full, almost a yorker, Warner digs it out, Karun Nair appeals for LBW, he thought the ball hit the boot first  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,1,6,0,"Yadav to Warner, no run",False,False,False,219889,David Warner,4,6,447587,Jayant Yadav,1.0,0,4,0,,,,,,,False,"slow turn from middle, he's right back inside the crease as he defends","  0.6    Jayant Yadav to Warner, no run, slow and a bit of turn for Jayant Yadav, Warner respects him with a back foot defence  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,2,1,4,"Rabada to Dhawan, FOUR runs",True,False,False,28235,Shikhar Dhawan,4,1,550215,Kagiso Rabada,0.1,0,4,0,,,,,,,False,"starts off with a length ball on leg stump, Dhawan whips this between square leg and short fine. The boundary there is just 58 metres. Easy pickings.","  1.1    Rabada to Dhawan, FOUR, not the ideal start for Rabada. Fullish and swinging into the left-hander, Dhawan flicks, fine leg is inside the ring and he had no chance. Off the mark in a flash  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,2,2,1,"Rabada to Dhawan, 1 run",False,False,False,28235,Shikhar Dhawan,5,2,550215,Kagiso Rabada,0.2,0,5,0,,,,,,,False,"another one on middle and leg, wrists it to Corey Anderson at deep square leg","  1.2    Rabada to Dhawan, 1 run, and again, Rabada bowls on the pads, it's a tuck this time through square leg  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,2,3,0,"Rabada to Warner, no run",False,False,False,219889,David Warner,4,7,550215,Kagiso Rabada,0.3,0,5,0,,,,,,,False,looks to biff this across the line but Rabada hits the deck hard at length and hustles Warner for pace. Defends from the crease in the end,"  1.3    Rabada to Warner, no run, pacy length ball, hurried on the batsman who was staying leg-side of the ball, defended into the on-side  "
2017,1082630,DC v SRH,DC,SRH,SRH,1,2,4,0,"Rabada to Warner, no run",False,False,False,219889,David Warner,4,8,550215,Kagiso Rabada,0.4,0,5,0,,,,,,,False,chipped but just short of mid-on. Looked to whip this full delivery on middle and off over midwicket,"  1.4    Rabada to Warner, no run, and once again Warner plays this awkwardly. For some reason doesn't want to cover the line of the ball, stays leg-side and chips it towards mid-on, goes on the bounce  "
