season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082596,SRH v GL,SRH,GL,GL,1,1,1,0,"Bipul Sharma to Roy, no run",False,False,False,298438,Jason Roy,0,1,35928,Bipul Sharma,0.1,0,0,0,,,,,,,False,"tossed up on off stump, pushed to cover","  0.1    Bipul Sharma to Roy, no run, nice start from Bipul, slower and just outside off, Roy gets half-forward and pushes it towards the off-side  "
2017,1082596,SRH v GL,SRH,GL,GL,1,1,2,0,"Bipul Sharma to Roy, no run",False,False,False,298438,Jason Roy,0,2,35928,Bipul Sharma,0.2,0,0,0,,,,,,,False,"drifting into middle and leg, tickled to short fine for a quick single","  0.2    Bipul Sharma to Roy, no run, Bipul drifts one down the leg-side, Roy gets inside the line and tickles it towards short fine  "
2017,1082596,SRH v GL,SRH,GL,GL,1,1,3,1,"Bipul Sharma to Roy, 1 run",False,False,False,298438,Jason Roy,1,3,35928,Bipul Sharma,0.3,0,1,0,,,,,,,False,"spins away from length on middle, whipped to deep midwicket to get off the mark","  0.3    Bipul Sharma to Roy, 1 run, fraction shorter and on the stumps, worked away in front of square on the on-side for a single  "
2017,1082596,SRH v GL,SRH,GL,GL,1,1,4,0,"Bipul Sharma to McCullum, no run",False,False,False,37737,Brendon McCullum,0,1,35928,Bipul Sharma,0.4,0,1,0,,,,,,,False,"slows it down nicely, there's some loop on the delivery too as he lands it on middle and off, McCullum deadbats that","  0.4    Bipul Sharma to Brendon McCullum, no run, lovely loopy delivery from Bipul, slower and on off, McCullum had to wait on it as he prodded forward in defence  "
2017,1082596,SRH v GL,SRH,GL,GL,1,1,5,1,"Bipul Sharma to McCullum, 1 run",False,False,False,37737,Brendon McCullum,1,2,35928,Bipul Sharma,0.5,0,2,0,,,,,,,False,"pushed through quicker, on middle and leg, tucked to square leg","  0.5    Bipul Sharma to Brendon McCullum, 1 run, flatter and on McCullum's pads, clipped towards square leg for a single  "
2017,1082596,SRH v GL,SRH,GL,GL,1,1,6,1,"Bipul Sharma to Roy, 1 run",False,False,False,298438,Jason Roy,2,4,35928,Bipul Sharma,1.0,0,3,0,,,,,,,False,not quite to the pitch of the ball but he drives through the line to long-off. Tidy start,"  0.6    Bipul Sharma to Roy, 1 run, flighted delivery outside off, Roy gets forward and drives it towards long-off for a single  "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,1,0,"Kumar to Roy, no run",False,False,False,298438,Jason Roy,2,5,326016,Bhuvneshwar Kumar,0.1,0,0,0,,,,,,,False,"hint of away movement from length outside off, punched to mid-off","  1.1    Bhuvneshwar to Roy, no run, back of a length and just shaping away from outside off, Roy presses forward and punches it towards mid-off  "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,2,0,"Kumar to Roy, no run",False,False,False,298438,Jason Roy,2,6,326016,Bhuvneshwar Kumar,0.2,0,0,0,,,,,,,False,"gets this to lift off the deck from short of good length, comes back in long way to cramp Roy for room and hit high on the bat","  1.2   Bhuvneshwar to Roy, no run, this one jags back in from Bhuvneshwar, the length is a tad short though, Roy is cramped for room hits high on the bat and rolls back at the bowler "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,3,4,"Kumar to Roy, FOUR runs",True,False,False,298438,Jason Roy,6,7,326016,Bhuvneshwar Kumar,0.3,0,4,0,,,,,,,False,shimmies down the pitch and slaps him over mid-on. Got that off the middle this time. Free swing of the arms to generate the power,"  1.3    Bhuvneshwar to Roy, FOUR, cracking shot, that should release some pressure off Roy, comes down the track, flat-bats the short of a length delivery and lifts it back over Bhuvneshwar's head, a few bounces and over the ropes  "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,4,4,"Kumar to Roy, FOUR runs",True,False,False,298438,Jason Roy,10,8,326016,Bhuvneshwar Kumar,0.4,0,8,0,,,,,,,False,backs away and swats the short delivery on middle over cover point. Cleared the front leg early to make the stroke a possibility.,"  1.4    Bhuvneshwar to Roy, FOUR, back-to-back boundaries for Roy, makes room to a length delivery on the stumps and swipes it over the infield, clears cover-point and rolls away to the fence  "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,5,1,"Kumar to Roy, 1 run",False,False,False,298438,Jason Roy,11,9,326016,Bhuvneshwar Kumar,0.5,0,9,0,,,,,,,False,wristy whip this time to deep backward square leg,"  1.5    Bhuvneshwar to Roy, 1 run, Bhuvneshwar slips in the slower ball, worked away behind square on the on-side for a single  "
2017,1082596,SRH v GL,SRH,GL,GL,1,2,6,1,"Kumar to McCullum, 1 run",False,False,False,37737,Brendon McCullum,2,3,326016,Bhuvneshwar Kumar,1.0,0,10,0,,,,,,,False,"angles a short of length delivery on middle and leg, whipped to deep square","  1.6    Bhuvneshwar to Brendon McCullum, 1 run, short of a length and on McCullum's pads, clipped away backward of square on the on-side for a single  "
2017,1082596,SRH v GL,SRH,GL,GL,1,3,1,1,"Bipul Sharma to McCullum, 1 run",False,False,False,37737,Brendon McCullum,3,4,35928,Bipul Sharma,1.1,0,4,0,,,,,,,False,"drifting into middle and leg, he lunges forward and then works it to midwicket","  2.1    Bipul Sharma to Brendon McCullum, 1 run, tossed up on the stumps, McCullum lunges forward and nudges it towards the on-side for a single  "
