season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,1,0,"Milne to Rahane, no run",False,False,False,277916,Ajinkya Rahane,0,1,450860,Adam Milne,0.1,0,0,0,,,,,,,False,"slightl shape away, back of a length and moving away outside off, left alone","  0.1    Milne to Rahane, no run, good start for Milne. 141kph short of length delivery that shapes away a tad outside off, Rahane lets it go as a sighter  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,2,1,"Milne to Rahane, 1 run",False,False,False,277916,Ajinkya Rahane,1,2,450860,Adam Milne,0.2,0,1,0,,,,,,,False,short of good length and slightly closer to Rahane who gets on top of the bounce and steers it to square third man for one,"  0.2    Milne to Rahane, 1 run, uses the pace and width outside off on this back of a length delivery does Rahane to run it down towards third man to open his account  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,3,2,"Milne to Tripathi, 2 runs",False,False,False,446763,Rahul Tripathi,2,1,450860,Adam Milne,0.3,0,3,0,,,,,,,False,"short, outside off, seems to get slightly big on him and Rahane does not get hold of the pull. Gets it between midwicket and mid-on","  0.3    Milne to Tripathi, 2 runs, in the air, but safe! Sharp bouncer that gets big on Tripathi, who still goes with his pull shot. Just about manages to get it wide of mid-on. It came off the top portion of the bat. Tripathi gets off the mark with a couple  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,4,0,"Milne to Tripathi, no run",False,False,False,446763,Rahul Tripathi,2,2,450860,Adam Milne,0.4,0,3,0,,,,,,,False,"back of a length, around off, jumps up to ride the bounce and stabs it to point","  0.4    Milne to Tripathi, no run, short of a length delivery wide of off, Tripathi gets on top of it and defends it towards point  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,5,0,"Milne to Tripathi, no run",False,False,False,446763,Rahul Tripathi,2,3,450860,Adam Milne,0.5,0,3,0,,,,,,,False,"backs away early and Milne angles it in at him at a back of a length, Tripathi slashes and cover-point runs to his left to cut it off","  0.5    Milne to Tripathi, no run, Tripathi moves leg-side and Milne follows him by zooming in. Tripathi throws his bat at it. Goes hard only to find cover-point  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,6,1,"Milne to Tripathi, 1 wide",False,True,False,446763,Rahul Tripathi,2,3,450860,Adam Milne,0.5,0,4,0,,,,,,,False,"short, angled in, that one climbs too much and is called a wide","  0.6    Milne to Tripathi, wide, bumper that bounces way over the batsman's head. The umpire deems it as a wide  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,1,6,0,"Milne to Tripathi, no run",False,False,False,446763,Rahul Tripathi,2,4,450860,Adam Milne,1.0,0,4,0,,,,,,,False,"good length, outside off, defended off the front foot into the covers region","  0.6    Milne to Tripathi, no run, Tripathi presses forward and pushes this length ball towards cover  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,2,1,1,"Badree to Rahane, 1 run",False,False,False,277916,Ajinkya Rahane,2,3,51433,Samuel Badree,0.1,0,1,0,,,,,,,False,"starts off with a short of a length ball that spins away, dragged down to long-on off the backfoot","  1.1    Badree to Rahane, 1 run, slight turn away from the right-hander, Rahane works it on the on-side for a single  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,2,2,1,"Badree to Tripathi, 1 run",False,False,False,446763,Rahul Tripathi,3,5,51433,Samuel Badree,0.2,0,2,0,,,,,,,False,"stays back to this back of a length ball, whips it against the turn to midwicket","  1.2    Badree to Tripathi, 1 run, wristed through mid-wicket  "
2017,1082624,RPS v RCB,RPS,RCB,RPS,1,2,3,2,"Badree to Rahane, 2 runs",False,False,False,277916,Ajinkya Rahane,4,4,51433,Samuel Badree,0.3,0,4,0,,,,,,,False,"drifting in on the pads this time, clips it away to short fine leg. They think of taking him on and he misfields, allowing the run to be taken","  1.3   Badree to Rahane, 2 runs, sloppy! Badree darts one on the pads, Rahane slicks towards short fine who misfields allowing an extra run "
