season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,1,0,"Boult to Amla, no run",FALSE,FALSE,FALSE,43906,Hashim Amla,0,1,277912,Trent Boult,0.1,0,0,0,,,,,,,FALSE,"shapes it back in sharply, and gets the ball to climb from a length and hit Amla high on the bat as he fends with no feet","  0.1    Boult to Amla, no run, beauty from Boult first up, hits Amla on the bat shoulder. Swings in and kicks up from a length on middle, surprised Amla with the extra bounce. Amla keeps it down well  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,2,4,"Boult to Amla, FOUR runs",TRUE,FALSE,FALSE,43906,Hashim Amla,4,2,277912,Trent Boult,0.2,0,4,0,,,,,,,FALSE,"full, swinging into the pads, stands tall and flicks it past square leg....<b>Piyush Chawla jogs gingerly from fine leg</b> and bends down after the ball rolls past him","  0.2    Boult to Amla, FOUR, shoddy from Piyush Chawla, running around from fine leg. He's too stiff while bending and the ball slips underneath him. Swinging in on middle and leg, Amla clips it behind square leg and it shouldn't have been more than a couple  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,3,0,"Boult to Amla, no run",FALSE,FALSE,FALSE,43906,Hashim Amla,4,3,277912,Trent Boult,0.3,0,4,0,,,,,,,FALSE,"full at off stump, driven with the full face, straight to mid-off","  0.3    Boult to Amla, no run, pitched up just outside off, no feet from Amla as he crunches a drive to mid-off  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,4,2,"Boult to Amla, 2 runs",FALSE,FALSE,FALSE,43906,Hashim Amla,6,4,277912,Trent Boult,0.4,0,6,0,,,,,,,FALSE,"back of a length, swinging in at waist height, gets on top of the bounce and punches it past mid-off","  0.4    Boult to Amla, 2 runs, that's classic Amla. Sits back to a back of a length delivery and punches it firmly through extra-cover. Mid-off gives chase and hauls it back in  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,5,4,"Boult to Amla, FOUR runs",TRUE,FALSE,FALSE,43906,Hashim Amla,10,5,277912,Trent Boult,0.5,0,10,0,,,,,,,FALSE,"swing, in at the thigh guard, hops and whips it off his hips and gets it fine. This time Chawla nowhere near","  0.5    Boult to Amla, FOUR, the swing from Boult takes him on the pads once more, Amla stays in the crease and whips a glance down to the fine leg boundary. Brisk start from the Kings XI  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,1,6,0,"Boult to Amla, no run",FALSE,FALSE,FALSE,43906,Hashim Amla,10,6,277912,Trent Boult,1,0,10,0,,,,,,,FALSE,"short and wide outside off, wafts at it, too much bounce, beaten","  0.6    Boult to Amla, no run, oh that was asking to be hit. Short and wide outside off, Amla flashes at it but is beaten by the extra bounce. Some nice pace and bounce in this wicket  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,1,2,"UT Yadav to Vohra, 2 runs",FALSE,FALSE,FALSE,532856,Manan Vohra,2,1,376116,Umesh Yadav,0.1,0,2,0,,,,,,,FALSE,"140 kph, back of a length, angled in at the waist, taps it uppishly, wide of mid-on","  1.1    U Yadav to Vohra, 2 runs, did that stop on the batsman? Yadav hits a back of length first up and bowls a bit too straight, the ball holds on Vohra as he tries to work it through mid-wicket. He eventually spoons it in the air but in the gap  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,2,1,"UT Yadav to Vohra, 1 wide",FALSE,TRUE,FALSE,532856,Manan Vohra,2,1,376116,Umesh Yadav,0.1,0,3,0,,,,,,,FALSE,"fuller, swinging away from outside off, ultimately past the wide marker","  1.2    U Yadav to Vohra, wide, chases a wide delivery which is swinging far away from off, misses. Wide called  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,2,0,"UT Yadav to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,2,2,376116,Umesh Yadav,0.2,0,3,0,,,,,,,FALSE,"good ball. Good length, in the corridor, nips away, climbs and beats his back foot poke outside off","  1.2    U Yadav to Vohra, no run, lovely ball. Back of a length outside off, curls away wonderfully and squares Vohra up as he feels for it away from the body. Beaten  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,3,0,"UT Yadav to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,2,3,376116,Umesh Yadav,0.3,0,3,0,,,,,,,FALSE,"good length at off stump, but enough bounce for him to stay rooted and defend it uprightly, rather than with a stride","  1.3    U Yadav to Vohra, no run, back of a length on middle and leg, turned to mid-wicket  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,4,1,"UT Yadav to Vohra, 1 wide",FALSE,TRUE,FALSE,532856,Manan Vohra,2,3,376116,Umesh Yadav,0.3,0,4,0,,,,,,,FALSE,"back of a length, angled down the leg side, bit of sound as it flows through to Uthappa, but it's given wide","  1.4    U Yadav to Vohra, wide, strays down the leg-side and then tries to deceive the umpire with a loud appeal. Actually, it may have nudged the thigh pad. But it's given as a wide  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,4,0,"UT Yadav to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,2,4,376116,Umesh Yadav,0.4,0,4,0,,,,,,,FALSE,"slower ball, overpitched outside off, driven straight to short extra cover","  1.4    U Yadav to Vohra, no run, slower ball which is pitched up outside off, Vohra waits on it and pushes to cover. There wasn't a discernable change in action, nor did he cut his fingers across the ball. Might have just held it deeper in the fingers  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,5,6,"UT Yadav to Vohra, SIX runs",TRUE,FALSE,FALSE,532856,Manan Vohra,8,5,376116,Umesh Yadav,0.5,0,10,0,,,,,,,FALSE,"back of a length outside off, nice pace on this to dispatch it in front of square with a pull. But first he had to transfer his weight quickly, and he did it to perfection before unleashing his quick wrists at it","  1.5    U Yadav to Vohra, SIX, that's been dispatched with disdain. Blistering pull shot. Short of length, around chest high, Vohra is still on the front foot but he transfers his weight quickly and smashes it in front of square. Hits the boundary cushions on the full  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,2,6,1,"UT Yadav to Vohra, 1 run",FALSE,FALSE,FALSE,532856,Manan Vohra,9,6,376116,Umesh Yadav,1,0,11,0,,,,,,,FALSE,"back of a length in the corridor, gets on top of the bounce and dabs it to third man","  1.6    U Yadav to Vohra, 1 run, back of a length delivery outside off, steered down to third man  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,1,4,"Boult to Vohra, FOUR runs",TRUE,FALSE,FALSE,532856,Manan Vohra,13,7,277912,Trent Boult,1.1,0,14,0,,,,,,,FALSE,"good length, angled across off stump, no swing. Short stride and punched on the up between cover and short extra","  2.1    Boult to Vohra, FOUR, ravishing cover drive from Vohra. This looks a belter of a pitch. This is no half-volley, but the ball is coming on so beautifully that Vohra just leans across and caresses it on the up. Awesome timing  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,2,4,"Boult to Vohra, FOUR runs",TRUE,FALSE,FALSE,532856,Manan Vohra,17,8,277912,Trent Boult,1.2,0,18,0,,,,,,,FALSE,"slight movement in this time, but it starts at a length on middle and goes down leg side, where Vohra tickles it fine off his legs","  2.2    Boult to Vohra, FOUR, third boundary today that Boult has conceded off the pads. Just straying a touch with the swing. Curling in on leg, Vohra shuffles across and just tickles it through  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,3,0,"Boult to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,17,9,277912,Trent Boult,1.3,0,18,0,,,,,,,FALSE,"good length at off stump, forward defence into the off side","  2.3    Boult to Vohra, no run, back of a length delivery outside off, dabbed into the off-side  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,4,0,"Boult to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,17,10,277912,Trent Boult,1.4,0,18,0,,,,,,,FALSE,"back of a length, angled across sharply and it beats him as he pushes away from his body","  2.4   Boult to Vohra, no run, oh this one rises sharply and beats Vohra with the angle. The ball vaults up from a short of length, climbs on Vohra as he tries to steer it down to third man. He withdrew his shot seeing the bounce, but was too late. Lucky not to edge it "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,5,1,"Boult to Vohra, 1 run",FALSE,FALSE,FALSE,532856,Manan Vohra,18,11,277912,Trent Boult,1.5,0,19,0,,,,,,,FALSE,"<b>dropped!</b> Narine has put down a blatantly simple catch. That's not doing his captain's temper any good. Back of a length, angled across from off stump. This time Vohra hasn't transferred his weight quickly as he goes for the hook. Top edge hangs up generously for Narine at third man, but he is languid as he gets under this and offers anxious hands at waist height to put it down","  2.5    Boult to Vohra, 1 run, Narine has shelled a sitter at third man. Oh dear. Boult just turns around in despair. A short of length delivery, Vohra tries to pull off the front foot and sends a top-edge flying down to third man. They don't come easier than that  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,3,6,0,"Boult to Amla, no run",FALSE,FALSE,FALSE,43906,Hashim Amla,10,7,277912,Trent Boult,2,0,19,0,,,,,,,FALSE,"back of a length at off stump, squeezed off the back foot to point","  2.6    Boult to Amla, no run, back of a length, pushed across off, punched into the covers  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,1,1,"Woakes to Vohra, 1 run",FALSE,FALSE,FALSE,532856,Manan Vohra,19,12,247235,Chris Woakes,0.1,0,1,0,,,,,,,FALSE,"back of a length, angled in at the body, gets on top of the bounce and pushes it past mid-on","  3.1    Woakes to Vohra, 1 run, back of a length on middle and leg, Vohra tucks it through mid-wicket  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,2,4,"Woakes to Amla, FOUR runs",TRUE,FALSE,FALSE,43906,Hashim Amla,14,8,247235,Chris Woakes,0.2,0,5,0,,,,,,,FALSE,"short and wide outside off, gets under this one and intentionally lifts it over the infield with a cut shot","  3.2    Woakes to Amla, FOUR, deliberately goes up and over point. Ordinary delivery. Short of length with width on offer, Amla opens his wrists up as he slashes it away to lift it over the infield  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,3,1,"Woakes to Amla, 1 run",FALSE,FALSE,FALSE,43906,Hashim Amla,15,9,247235,Chris Woakes,0.3,0,6,0,,,,,,,FALSE,"good length, angled in at off stump, gets on his toes and whips it to deep square leg","  3.3    Woakes to Amla, 1 run, whipped away off the hips down to deep mid-wicket  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,4,0,"Woakes to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,19,13,247235,Chris Woakes,0.4,0,6,0,,,,,,,FALSE,"slower ball, back of a length at middle stump, glanced to short fine","  3.4    Woakes to Vohra, no run, slower short of length delivery, Vohra glances it to short fine leg  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,5,1,"Woakes to Vohra, 1 wide",FALSE,TRUE,FALSE,532856,Manan Vohra,19,13,247235,Chris Woakes,0.4,0,7,0,,,,,,,FALSE,"back of a length, down the leg side, can't get bat on that","  3.5    Woakes to Vohra, wide, sliding down the leg-side, wided  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,5,4,"Woakes to Vohra, FOUR runs",TRUE,FALSE,FALSE,532856,Manan Vohra,23,14,247235,Chris Woakes,0.5,0,11,0,,,,,,,FALSE,"full and angled into the pads, stands tall, watches it closely and closes the face to chip it over short fine","  3.5    Woakes to Vohra, FOUR, the boundaries keep coming as the bowlers keep erring in line. Full ball on the pads, fine leg is inside the ring, so Vohra effortlessly whips it over him and into the fence. KXIP off to a flying start  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,4,6,4,"Woakes to Vohra, FOUR runs",TRUE,FALSE,FALSE,532856,Manan Vohra,27,15,247235,Chris Woakes,1,0,15,0,,,,,,,FALSE,"<b>airs another one to third man.</b> This one is intentional. It's a short ball in the corridor, he arches backwards and ramps it towards the third man boundary. Hasn't got all of it, but the fielder is safely wide and it's a four on the bounce","  3.6    Woakes to Vohra, FOUR, that's a risky shot but Vohra backs himself to ramp a short of length delivery into the third man boundary. He got it fine enough of the fielder. One bounce and over the ropes  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,1,5,"Narine to Vohra, 5 wides",FALSE,TRUE,FALSE,532856,Manan Vohra,27,15,230558,Sunil Narine,0,0,7,0,,,,,,,FALSE,"goes for the inswinger, gets it woefully wrong. Length, pitches on leg stump, swings it well down and the keeper is not even close","  4.1    Narine to Amla, 2 wides, Narine fires one down the leg-side first ball, Uthappa fumbles and the batsmen go through. Two wides  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,1,2,"Narine to Amla, 2 wides",FALSE,TRUE,FALSE,43906,Hashim Amla,15,9,230558,Sunil Narine,0,0,2,0,,,,,,,FALSE,"full and wide down the leg side, Amla looks to shovel it fine. Can't connect and it thuds into Uthappa's pads before rolling to short fine","  4.1    Narine to Vohra, 5 wides, an inswinger from Narine. But this one goes a long way in the air, falls away down the leg-side and beats Uthappa completely. There's no stopping those runs  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,1,0,"Narine to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,27,16,230558,Sunil Narine,0.1,0,7,0,,,,,,,FALSE,"good length at middle stump, pushed into the leg side off the front foot","  4.1    Narine to Vohra, no run, darts it in at the stumps, Vohra nudges it into the on-side  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,2,0,"Narine to Vohra, no run",FALSE,FALSE,FALSE,532856,Manan Vohra,27,17,230558,Sunil Narine,0.2,0,7,0,,,,,,,FALSE,"good length outside off, forward defence into the off side","  4.2    Narine to Vohra, no run, defended towards point  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,3,1,"Narine to Vohra, 1 run",FALSE,FALSE,FALSE,532856,Manan Vohra,28,18,230558,Sunil Narine,0.3,0,8,0,,,,,,,FALSE,"good length at off stump, leans in and nudges it past his non-striker","  4.3    Narine to Vohra, 1 run, turns it away from middle and off, Vohra works it into the mid-on region  "
2017,1082601,KKR v KXIP,KKR,KXIP,KXIP,1,5,4,0,"Narine to Amla, no run",FALSE,FALSE,FALSE,43906,Hashim Amla,15,10,230558,Sunil Narine,0.4,0,8,0,,,,,,,FALSE,"back of a length at off stump, pushed off the back foot into the covers","  4.4    Narine to Amla, no run, fired in on a back of a length around off, Amla goes back to punch to cover  "
